id,full_text,source
1130170691762810881,3 more days .. 💗 #KylieSkin https://t.co/n1uvmPB0xY 5/22 @kylieskin https://t.co/VfCk4vbkSr,Twitter for iPhone
1129416799689236480,"KYBROW IS BACK!! just restocked all my kybrow kits, pomades, powders, pencils and highlighters at https://t.co/bDaiohhXCV https://t.co/PYuj4NgfOJ",Twitter Web App
1129163390671212548,My everyday skincare routine @kylieskin https://t.co/m0HdueFXSY,Twitter for iPhone
1128384166016372736,Hey guys! Going to preview the https://t.co/n1uvmPB0xY website before the launch 🚀 so you guys can get to know the site &amp; products better. Stay tuned for that date!,Twitter for iPhone
1127613298621333504,"the best thing I’ve ever done, my greatest role in this life #HappyMothersDay https://t.co/Dp2neVnyNn",Twitter for iPhone
1127361631002841088,RT @_destinydess: I don’t have a skincare routine but suddenly I’m about to have one buying all @KylieJenner’s @kylieskin line 😂,Twitter for iPhone
1127361489533263872,RT @KyliesBitchx: Ok can we talk about how affordable #KylieSkin is!!? Im definitely gonna buy yay! 😭😍 @KylieJenner @kylieskin https://t.co…,Twitter for iPhone
1127361435493732352,RT @kshawww13: Idc I’m about to buy the skin care bundle from @KylieJenner when it drops 🤷🏼‍♀️🙌🏻,Twitter for iPhone
1127361410554404864,RT @Samyyy__: Words cannot describe how excited I am for @kylieskin I need it all. Switching to cruelty free over the last year has been ch…,Twitter for iPhone
1127361393638830081,RT @gogo_7575: excited to try @KylieJenner  skin care line!,Twitter for iPhone
1127361376144412672,RT @sadafrahmaty: @KylieJenner @kylieskin I love the affordable prices ❤️,Twitter for iPhone
1127361359266471937,RT @sabvadri: i don’t know about y’all but im DEFF buying that kylieskin bundle after watching her story @KylieJenner products look so bomb…,Twitter for iPhone
1127361331361771520,RT @leximarco: ok but i’m really excited for @KylieJenner’s skin care line.....🤤,Twitter for iPhone
1127295958201425920,💦 @kylieskin coming 05.22 https://t.co/1worBNJEui,Twitter Web App
1127235934338969600,"this weekend, get a free makeup bag on orders over $40 at https://t.co/bDaiohhXCV 💕 https://t.co/eB1oFA4xSp",Twitter for iPhone
1127043290115608576,"RT @kylieskin: #kylieskin has been a long time in the making. stay tuned for the first drop reveal xo, Kylie https://t.co/hUbOVkrY1H",Twitter for iPhone
1126955436177936384,RT @kylieskin: It starts with skin. #KYLIESKIN is coming… 05.22 https://t.co/OtVrS73XPI https://t.co/KK0e7IGhcc,Twitter for iPhone
1126951081148157952,the official launch date is 5/22! Yay!! so much love went into this. it all starts with skin. Stay tuned 💕 can’t wait to share. #KylieSkin https://t.co/n1uvmPB0xY,Twitter for iPhone
1126951044624179200,"I got the best of the best for you guys! Everything is cruelty free, vegan, gluten free, paraben and sulfate free and suitable for all skintypes. Make sure you follow @kylieskin to stay updated. I’ll be revealing these amazing products very soon!",Twitter for iPhone
1126950915510980608,"building my makeup line from the ground up has taught me a lot and I’m so blessed with that knowledge to apply to my brand new company! Birthing a whole new team, manufacturing, fulfillment etc separate from my cosmetics line was challenging but here we are!",Twitter for iPhone
1126950816240136192,"KYLIE F*CKING SKIN! wow. 
skincare and makeup go hand in hand and Kylie Skin was something i dreamt up soon after Kylie Cosmetics. I’ve been working on this for what feels like a lifetime so i can’t believe I’m finally announcing! https://t.co/NKrl5sHIO8",Twitter for iPhone
1126898094673543168,Ahhh announcing something very sooooon😍🦋,Twitter for iPhone
1126276680098537472,RT @KrisJenner: Yes!!! My favorite momager mini lip set and crème lipstick and liner are back for a limited time only at https://t.co/3CFAt…,Twitter for iPhone
1126252608325279744,@voguemagazine https://t.co/SpTJsg73WO,Twitter for iPhone
1125816175869472769,I got something big launching this month 🦋🦋💕,Twitter for iPhone
1125474108202991623,“The hallmark of Camp is the spirit of extravagance. Camp is a woman walking around in a dress made of three million feathers.” #MET,Twitter for iPhone
1125469193451855874,Happy Met 💜💜💜💜,Twitter for iPhone
1125234555781242880,Last few hours to shop my buy a lip kit get one free sale ⚡️♥️ https://t.co/bDaiohhXCV https://t.co/jmlWoXHfQ8,Twitter for iPhone
1125068651852324864,LAST DAY to shop my buy one get one FREE sale on https://t.co/bDaiohhXCV #CincoDeMayo 💋💋 ends tonight at 11.59pm pst https://t.co/trvFd9g67t,Twitter Web App
1124764326307352576,buy one get one FREE on all lip kits is happening right now on https://t.co/bDaiohhXCV 💕 https://t.co/ToYK1Kf9za,Twitter Web App
1124312326889283584,My sale starts in a few minutes 🤪 buy a lip kit get one free! https://t.co/bDaiohhXCV,Twitter for iPhone
1123979635069308928,my annual @kyliecosmetics #CincoDeMayo sale starts TOMORROW at 7am pst.. buy one get one FREE on all Lip Kits! https://t.co/bDaiohhXCV https://t.co/XaRPf6HIKz,Twitter Web App
1123013895537348608,You guys are selling me OUT!!!🦋💕✨ Thank you for all the #Kybrow love! Enjoy!!! https://t.co/bDaiohhXCV,Twitter for iPhone
1122900414687354880,KYBROW IS HERE! ✨https://t.co/bDaiohhXCV 🌸 https://t.co/W8uwLhCRxK,Twitter Web App
1122862383267926016,my #KYBROW collection launches in 2 hours! 9am pst on https://t.co/bDaiohhXCV https://t.co/Wd6FC8T9hA,Twitter for iPhone
1121531082682167296,RT @kyliecosmetics: Brow Pomade 🔥🖤 $16. Our #Kybrow Collection launches 4/29 at 9am pst! https://t.co/3EtNgf78uK,Twitter Web App
1121196619171389441,"shop my complete looks in my new ""Kylie looks"" section on my @kyliecosmetics site! https://t.co/bekEefJYtR https://t.co/BLSyvnddpa",Twitter Web App
1120831622155079680,RT @kyliecosmetics: Kybrow Gel 💕✨ made to last! 4/29 https://t.co/SEiwNQfV5B,Twitter Web App
1120831556778467328,Omggg Mother’s Day is coming up you know what that means 🤪 Kris Jenner @ultabeauty exclusive sets available now! Love this Shadow &amp; Lipstick duo 😎🖤 https://t.co/7ZLOn13Tcf,Twitter Web App
1120364276026204160,K Y B R O W S coming 4/29 @kyliecosmetics https://t.co/GR2roBUDVG,Twitter Web Client
1119797272944898049,get FREE domestic shipping on all orders right now!! Promo ends tomorrow at 12pm pst! https://t.co/bDaiohhXCV 🐣🌸 https://t.co/0i1DfGWVYA,Twitter for iPhone
1119244055941013505,FREE SHIPPING starts now! https://t.co/bDaiohhXCV ends Sunday at 12pm pst 🐣🌸 @kyliecosmetics https://t.co/1LuQ9Dmbli,Twitter for iPhone
1118558336637517824,my April favorites bundle is here! https://t.co/x0dKmjLFPt,Twitter Web Client
1116859132517052416,"my setting spray just dropped at https://t.co/bDaiohhXCV!! plus pick up setting powders, perfecting powder, bronzers and blushes, all back in stock!",Twitter Web Client
1116803801850077184,"can't wait for my mattifying setting spray launch today! 3pm pst only on https://t.co/bDaiohhXCV ... plus my perfecting powder from the holiday collection is back, and setting powders, bronzers and blushes are being restocked! https://t.co/a2iq6NGYHR",Twitter Web Client
1116802706855710721,BLESSED💕✨ happy birthday beautiful True. your energy is RADIANT and so so special! i love you and can’t wait to watch you grow https://t.co/Xri037LaBL,Twitter Web Client
1116179828443455488,get 20% off my @kyliecosmetics KKW and Koko Kollection lip sets for #NationalSiblingsDay!! sale ends at midnight! https://t.co/bDaiohhXCV 💕,Twitter for iPhone
1114952940530221057,@AmandaaHorne @khloekardashian @KimKardashian We do 😘😘😊😊 not everything is documented ♥️,Twitter for iPhone
1114928481198952448,Can’t wait for that 💋💋♥️ https://t.co/Cx2Z3CIPw4,Twitter for iPhone
1114926865351712769,i would love for her to do a collection of her own! i just want her old enough to decide and choose all the colors and designs! https://t.co/mboinnJhBz,Twitter for iPhone
1114926573050707969,They’re from splendid and feel really comfortable 💜 https://t.co/jdYbHCUwtE,Twitter for iPhone
1114926434709979138,she LOVES her vegetables. i also let her try Cheerios for the first time. she’s obsessed https://t.co/HlOjIK8qmA,Twitter for iPhone
1114926069419626496,thank you 💋💋 https://t.co/UUQGdj640M,Twitter for iPhone
1114925863965941760,no plans just hangin w Stormi &amp; organizing my 🏡 💕✨💋 https://t.co/pOMYyAr8Nh,Twitter for iPhone
1114925210325504000,Miss you too ♥️♥️ https://t.co/7MSDUFC9tO,Twitter for iPhone
1114925153274683394,She’s really good thank you 🥰 putting her down for a nap right now she was up early 😫😫 https://t.co/cnXuJJuF21,Twitter for iPhone
1114924758146011137,Happy Sunday💕✨,Twitter for iPhone
1114544129596248064,"ready, set, go 💕 my brand new SETTING SPRAY launches Friday 4/12 on https://t.co/bDaiohhXCV! https://t.co/Lv0e7eS6Y1",Twitter for iPhone
1114217676124053504,our exclusive spring collection is available NOW ✨ only at @revolve @kendallandkylie https://t.co/AFAUR8dtpW https://t.co/bllKvgtXoJ,Twitter Web Client
1111751194920128517,just dropped 3 new lip kits at https://t.co/bDaiohhXCV https://t.co/KtVgIfzoQ7,Twitter for iPhone
1110268120466223104,you can now get all of my favorite @kyliecosmetics 9-pan #kyshadow palettes at @ultabeauty! https://t.co/kAgHJSASbf,Twitter Web Client
1108862425300787200,my March Favorites are now live on the site! 💕 https://t.co/PPf9KxpI4b,Twitter Web Client
1107336738622435328,just one hour left to shop my 20% off sale! Happy St Patrick’s day! https://t.co/bDaiohhXCV,Twitter for iPhone
1106943685516644352,RT @kyliecosmetics: Shop our 20% off St. Patrick’s Day sale NOW! https://t.co/rkT2b8JJL5 https://t.co/m8TYpO9qp7,Twitter for iPhone
1106756615145848834,baby girl 🖤🖤 https://t.co/MBz5USNa5v,Twitter for iPhone
1106612943074951169,my St Patrick's Day 20% off sale is on now! https://t.co/bDaiohhXCV,Twitter Web Client
1106398324892954625,for St Patrick’s Day I have a special surprise on https://t.co/bDaiohhXCV! 20% off sitewide sale starts at 8am pst tomorrow! 🍀,Twitter for iPhone
1104108473350946816,"This SUNDAY I’m launching more lip kit shades, lipsticks and my 9 pan eyeshadow palettes at @ULTABEAUTY stores across the country! Plus you can get my exclusive brand new shade, Ulta Beauty, only available in Ulta stores and https://t.co/V7ueQpN6Hd!!! 🖤 https://t.co/VZtaI2sHxA",Twitter Web Client
1103777511303831552,1 hour till the launch of my brand new setting powders and high glosses! Can’t wait ✨ https://t.co/bDaiohhXCV,Twitter for iPhone
1103754706994704384,"SETTING POWDERS by @kyliecosmetics plus new HIGH GLOSS shades, launching at 3pm today!! https://t.co/bDaiohhXCV https://t.co/8pzXNAykcv",Twitter Web Client
1100187247771557888,https://t.co/VovmfzeCbl,Twitter Web Client
1096945943708979200,my 2 for $20 sale ends at midnight tonight! https://t.co/bDaiohhXCV 💋,Twitter for iPhone
1096839575991836672,i can’t wait to launch a new product for @kyliecosmetics 😝 can you guess what it is? ✨ https://t.co/guSSeq4QGr,Twitter for iPhone
1096777482265550848,🖤 https://t.co/xWPZotLdSp,Twitter for iPhone
1096506573294194688,RT @kyliecosmetics: Almost too good to be true 😌💕 https://t.co/vn6OhP9Iiy,Twitter Web Client
1096506516176199682,RT @kyliecosmetics: VALENTINE + BITE ME #LipKits are back on the site! 😍 Which of these previously sold out shades are you going to treat y…,Twitter Web Client
1096198486775685121,2 for $20 lip singles sale is HAPPENING NOW on https://t.co/bDaiohhXCV #ValentinesDay https://t.co/hwNjxVT4fl,Twitter Web Client
1096196688014786565,must be dreaming!! 🌹... https://t.co/s3KLOnpBz4,Twitter Web Client
1096064191813668866,Valentines Day 2 for $20 sale starts NOW at https://t.co/bDaiohhXCV 💗 https://t.co/co9NvwtAPe,Twitter for iPhone
1095905997929861120,my annual 2 for $20 #ValentinesDay matte and velvet singles sale starts tomorrow at 7am pst! https://t.co/bDaiohhXCV 💕,Twitter for iPhone
1095836753120743424,RT @kyliecosmetics: you guys ready for a little #ValentinesDay treat tomorrow?,Twitter Web Client
1095734350635663360,"just restocked all of my new blushes,
bronzers and kylighters, and added one of my favorites from my holiday collection... Winter Kissed blush! https://t.co/bDaiohhXCV https://t.co/bEjjtHYfne",Twitter for iPhone
1095539621650255872,"tomorrow... I’m restocking all of my blushes, bronzers and kylighters and I’m bringing back one of my all time favorite blushes, Winter Kissed from the holiday collection! 9am pst on https://t.co/bDaiohhXCV",Twitter for iPhone
1095485594006839296,New must-haves from our spring @kendallandkylie collection with @PacSun are available online 2/14 🐆 #kendallandkylie https://t.co/wO2WaPPPJw,Twitter for iPhone
1095116001446834176,what makes u think anything happened to my Norman? I don’t post my dogs as much but that doesn’t mean they aren’t very much apart of my life still. https://t.co/6Cm4AfkCqK,Twitter for iPhone
1094683397329367042,RT @kyliecosmetics: Get a FREE Posie K lip liner this weekend with any purchase of the Posie Trio! https://t.co/rkT2b8JJL5 (ends Sunday 11.…,Twitter for iPhone
1094683296691179526,I have a brand new product launching the 21st of this month for @kyliecosmetics! Stay tuned 💕,Twitter for iPhone
1093578497828708352,"my Feb bundle is here... featuring one of my all time favorite palettes, the Jordyn palette! https://t.co/2fbjTb6Sq8",Twitter Web Client
1093303037714563072,just restocked all of my @kyliecosmetics high gloss shades 💕 https://t.co/79AQBfDCYu,Twitter for iPhone
1093224200913838080,new looks now available @ardene1982 in store &amp; online. Shop at https://t.co/uP3lYYSea0 #kendallandkylieardene https://t.co/LISNYH8gqc,Twitter Web Client
1092583457199316992,RT @kyliecosmetics: Just restocked the HIGH GLOSS 7-piece bundle! https://t.co/Yh5pbopdN8,Twitter Web Client
1091475577842745344,The Vday Collection is now LIVE! 💋 https://t.co/bDaiohhXCV,Twitter Web Client
1091464758862073856,30 minutes until my Valentine Collection launches on https://t.co/bDaiohhXCV ♥️ https://t.co/ZjTydUIM40,Twitter for iPhone
1091435192185573376,2.5 hours until my Valentine Collection launches!! 3pm pst on https://t.co/bDaiohhXCV https://t.co/4U5YW9bAoj,Twitter Web Client
1091403552793059328,my Valentine Collection date night tutorial is up on my IGTV now! my collection launches TODAY at 3pm pst on https://t.co/bDaiohhXCV,Twitter Web Client
1091384459687907328,Happy Birthday Stormi ♥️ We Love you.. https://t.co/aNSoLyR7dW,Twitter Web Client
1090398376561004544,50% off select Lip Kits for 48 hours only! https://t.co/Lezg5vFcWk,Twitter Web Client
1089811412191309824,I miss my baby so much when she she’s asleep 😢😢😫😫 i wanna wake her up,Twitter for iPhone
1089662323084521472,Thank you for the get well wishes I’ll be better soon ❣️,Twitter for iPhone
1089661715749294080,Coming next week ♥️ i unfortunately have strep throat so taking it easy this weekend https://t.co/OFjSqsF7wV,Twitter for iPhone
1089661338194857984,Hey guys i added my IG stories valentine tutorial from the other day onto my IG stories so you can rewatch easily at any time 💋,Twitter for iPhone
1089312622447476736,playing with my new valentine collection 💖 launching 2.1.19 @kyliecosmetics https://t.co/Wor98eGk3I,Twitter for iPhone
1089270126963175424,a little bit in love with the Valentine Palette..💋 launching 2.1.19 at 3pm pst @kyliecosmetics https://t.co/bDaiohhXCV https://t.co/BPqUtM178i,Twitter for iPhone
1089204077865590785,my @kyliecosmetics skin concealers are 2 for $30 this weekend! https://t.co/YeNwBKxgtx https://t.co/5WWE6Ba30H,Twitter for iPhone
1088918280239083520,They’re from my 2017 birthday collection! https://t.co/znTf344Yfn,Twitter for iPhone
1088830601321279488,answering Valentine's rapid fire questions on my YouTube right now!  https://t.co/6SnsZWvcWw,Twitter Web Client
1088683070205550592,RT @kyliecosmetics: LAST CALL for 50% OFF our Birthday Collection mini lip set! 💕🎉 Limited quantities left! https://t.co/dbuoT7LUEp to shop,Twitter for iPhone
1088530676414963712,Yay!!! So happy you guys love the valentine collection!!!,Twitter for iPhone
1088499911446818816,VALENTINE COLLECTION REVEAL HAPPENING NOW ON MY IG STORIES 😍♥️♥️♥️♥️💋,Twitter for iPhone
1088283121592676352,RT @kyliecosmetics: Our #21collection 6 piece mini lip set is 50% off on the site today! 😱💖🎉 Shop now on https://t.co/FAJOPZjO3N! https://t…,Twitter for iPhone
1088283081671290881,RT @kyliecosmetics: yesssss💋 boss @KylieJenner slaying in MARY JO matte lip kit! ♥️ Glam by @makeupbyarielT and @cesar4styles https://t.co/…,Twitter for iPhone
1088215885305663488,can’t wait to reveal the VALENTINE COLLECTION tomorrow! it launches Feb. 1st ♥️💋 https://t.co/pRwBmODall,Twitter Web Client
1088125077978116096,get my #21Collection mini lip set for only $18 today only! 50% off at https://t.co/Ny6YvXoT3p 💕 https://t.co/OUBnzvOC2w,Twitter for iPhone
1087438861985144832,Noooo lol https://t.co/4TzxrU6eUk,Twitter for iPhone
1087438686868787201,Nooo hah😛 https://t.co/bRT4PWS7dK,Twitter for iPhone
1087438609806876672,Noo https://t.co/Q8MtieoHZx,Twitter for iPhone
1087438320815075328,no😜😝😝 https://t.co/ZvgMYm9KGm,Twitter for iPhone
1087436814825152515,I have something really exciting i get to share soon with you guys! I’ve been cooking this up for awhile i can’t wait to share my new project alreadyyy 😁☺️,Twitter for iPhone
1087010579879886849,RT @kyliecosmetics: Baddie on the Block blush 😊 Get yours here: https://t.co/VCT4W8UP5e pic by @cassydaraiche https://t.co/szxuj1Wn3K,Twitter for iPhone
1086675929055678465,https://t.co/bDaiohhXCV. ✨ https://t.co/J7QvdfIHEA,Twitter for iPhone
1086673773057560576,If you’re happy and you know clap your hands 👏🏼 https://t.co/eVDjFl5tKo,Twitter for iPhone
1086399179553796096,"my new blushes, bronzers and kylighters are here!! https://t.co/6Qgyudbedy https://t.co/zkwNNSjQKu",Twitter Web Client
1086350363433656320,"couldn’t forget my new Blushes, Bronzers, and Kylighters on vacation! I’m so excited for these to launch TODAY at 3pm pst only on https://t.co/bDaiohhXCV 🎀✨ https://t.co/kxFAd6N3bN",Twitter Web Client
1086315245516120064,"my brand new blushes, bronzers and highlighters launch today at 3pm pst on https://t.co/bDaiohhXCV... collect them all 😊 @kyliecosmetics https://t.co/I66B38Lmah",Twitter Web Client
1086305845397180416,let’s get away 💚 https://t.co/DfLzZAHzii,Twitter for iPhone
1086008223105048576,yummy #TOMORROW @kyliecosmetics https://t.co/bDaiohhXCV https://t.co/LhDRRl4OkW,Twitter Web Client
1085645107989176321,"my high gloss bundles are back, plus I've added a new bundle featuring all 9 shades! https://t.co/zkwNNSjQKu https://t.co/VEbsxJSPKT",Twitter Web Client
1085640096240480256,🐾 https://t.co/ahsfoz39Cr,Twitter Web Client
1084929066141020160,can’t remember the last time i saw it rain like this in LA!,Twitter for iPhone
1084928851707191296,"So happy you guys love the blushes, bronzers, and kylighters! These products are such an important part of my makeup routine! Can’t wait for them to launch this Friday! https://t.co/J1y3QtyVh6",Twitter for iPhone
1084895733763821568,"RT @melcantfinda: Girllllll you did THAT on your blushes, bronzers, and kylighters!! Can’t wait for Friday!! @kyliecosmetics @KylieJenner",Twitter for iPhone
1084311021810987009,my 2 for $24 bullet lipstick sale ends in a few hours! https://t.co/bDaiohhXCV 🛍 https://t.co/vr5cXNN9O8,Twitter for iPhone
1084153771339337728,RT @ebonyjo_: When it’s 4:30am and @KylieJenner announces that she’s bringing out more bronzers 😍😍 skinny dip bronzer is my favourite bronz…,Twitter for iPhone
1084152451916214273,"can’t wait to show you these new blushes, bronzers, and kylighters by @kyliecosmetics 🖤🎀 1/18 #tease https://t.co/lEh2Q6ov8R",Twitter for iPhone
1083411448976437248,2 for $24 on all my creme and matte traditional lipsticks starts now!! https://t.co/bDaiohhXCV https://t.co/9CIUW7zgjF,Twitter Web Client
1083120544445227008,on wednesday’s @fashionnova https://t.co/IhQyvwFfYP,Twitter for iPhone
1081370105982808064,RT @JacySteele: This chill baby palette is amazing 😍 look at that shine and pigment!!! Love @kyliecosmetics @KylieJenner https://t.co/WCoWS…,Twitter for iPhone
1081237149251395585,high glosses are back in stock!! https://t.co/79AQBfDCYu https://t.co/r5hMgfpz3c,Twitter Web Client
1081195181964111874,high gloss restocks today at 9am pst on https://t.co/bDaiohhXCV ✨ https://t.co/VkergP3XFm,Twitter for iPhone
1080693993619378177,RT @kyliecosmetics: Last few hours to get a FREE Kylie calendar with orders over $100!! https://t.co/rkT2b8JJL5 💕 ends at midnight pst http…,Twitter for iPhone
1080144880117211138,Happy New Year!! I’m giving away free 2019 calendars today on https://t.co/bDaioh0mLn 🎉 https://t.co/RkdSMdJU7e,Twitter for iPhone
1078707347000840197,Today is the last day to shop my end of year @kyliecosmetics sale! Up to 40% off https://t.co/bDaioh0mLn 🎁,Twitter for iPhone
1077998637303648256,RT @kyliecosmetics: Get Kylie’s birthday mini set for only $21.60 in our end of year sale! https://t.co/rkT2b8s8Tx https://t.co/8viPsmiG8L,Twitter for iPhone
1077966513435496448,today you get a FREE makeup bag when you spend $100 or more! https://t.co/bDaioh0mLn @kyliecosmetics https://t.co/aAU7ONQRQo,Twitter Web Client
1077958250283311104,shop my end of the year sale now at https://t.co/bDaioh0mLn 🎁 🎁 https://t.co/dH82yAegzr,Twitter Web Client
1077957763425292295,just launched my NEW metal lip kits! I like to fill in my lips with the lip liner and then use the metal liquid lipstick as a topper... https://t.co/bDaioh0mLn 💖 https://t.co/pSP9hAA6FT,Twitter Web Client
1077947918252953600,"my three brand new metal lip kits launch in 30 mins, plus my after Christmas sale starts on https://t.co/bDaioh0mLn! Up to 40% off selected items at https://t.co/bDaioh0mLn",Twitter Web Client
1077326301520752640,Merry Christmas Eve 🎄🎁,Twitter for iPhone
1077326195593605120,RT @ZuzuExclusive: sold tf out 😩😩 @KylieJenner you go sis https://t.co/hqhIaJPdt7,Twitter for iPhone
1076338150350368768,RT @khloekardashian: I am so excited for this year’s Christmas Eve party! My sisters and I took over this year. My mom has been throwing th…,Twitter for iPhone
1075043605482475521,"RT @kyliecosmetics: We’ve restocked some goodies back on the site! 🛍https://t.co/dbuoT7LUEp to shop extended palettes, sorta sweet collecti…",Twitter for iPhone
1075043573119311872,RT @kyliecosmetics: CRÈME LIPSTICKS 💄our ultra-pigmented lipstick bullets come in a range of wearable shades and have a smooth and creamy f…,Twitter for iPhone
1075043289882157056,Back in stock! https://t.co/c0f6Qzb4dO,Twitter for iPhone
1074728946283864064,"just restocked my extended palettes, Sorta Sweet collection, Posie K and OG lip trios, and more on https://t.co/bDaiohhXCV! @kyliecosmetics",Twitter Web Client
1074473795799310337,RT @justpeachers: @KylieJenner When you know Stormi party gunna be lit https://t.co/64yrnNaotm,Twitter for iPhone
1074464978197868545,I’ll do a stormi collection when she can pick her own colors 😜 only if she wants too. https://t.co/SY16JEWWgU,Twitter for iPhone
1074464510264504321,Yesss. Can’t wait https://t.co/XlAoBga9K0,Twitter for iPhone
1074464332472246273,My baby turns 1 soon😫😫😫,Twitter for iPhone
1074443365935009792,Make sure you guys enter my $500 gift card giveaway on the Kylie Cosmetics Instagram! I’m giving away a gift card every day until Christmas!  https://t.co/9DAX80tNGG,Twitter for iPhone
1074343011398471681,https://t.co/AOu5aUTh65,Twitter for iPhone
1074197076928454656,"he’s not being petty. this is a sweatshirt design (the sock is apart of the design). everyone is good, moved on, living life. for anyone who wasn’t aware - travis has had a deal w Nike and still does. point is.. it’s all been talked out. It’s only positive energy. ♥️ https://t.co/E5eZHXjvvg",Twitter for iPhone
1073730411342237697,RT @kyliecosmetics: Head to our Instagram and comment under this post for a chance to win our DAY 2 GIVEAWAY! Full details on how to enter…,Twitter for iPhone
1073262454530920448,KYLIE X JORDYN is back in stock!! https://t.co/bDaiohhXCV https://t.co/dHnmLYRSLZ,Twitter for iPhone
1072889971873243136,This is amazing!! https://t.co/xfgbJSkgjQ,Twitter for iPhone
1072889201064984576,RT @jennaksierra: If anyone would like to know @KylieJenner lip kits last through a whole night of blackout drunk shenanigans and i’m here…,Twitter for iPhone
1072186128541802497,just dropped my December favorites bundle!! A $181 value for only $100! https://t.co/FDoyTz5yaW https://t.co/SZnkOgSyuh,Twitter Web Client
1071850158151753729,RT @kyliecosmetics: Pick up the new #KKWxKYLIE set at the @kkwbeauty PopUp at South Coast Plaza in Costa Mesa! Open now!  The perfect gift…,Twitter for iPhone
1071840228883611648,"My peach, bronze and burgundy extended palettes are back in stock! Shop now to get them before Christmas! https://t.co/bDaiohhXCV 🎄",Twitter for iPhone
1071839821935439872,RT @kyliecosmetics: PEACH and BURGUNDY EXTENDED are back in stock! 🍑♥️ Head over to our site to shop the newest additions to our extended p…,Twitter for iPhone
1071458601737191424,Just restocked my KYLIE lip kit! https://t.co/bDaiohhXCV https://t.co/UZeVdUgaKl,Twitter for iPhone
1071132766744408064,RT @kyliecosmetics: SNOW ANGEL 👼🏻❄️ LAST CALL for our holiday #KYLIGHTER The perfect highlight for a blinding seasonal glow ✨https://t.co/d…,Twitter Web Client
1070850117542924288,"some of our favorite @KendallandKylie pieces just launched at @buckle - shop all new #KKxBUCKLE https://t.co/mreKRCKdJo ✨

https://t.co/mreKRCKdJo https://t.co/JufzJ0MjbT",Twitter Web Client
1070131070278889472,🖤 my bronze palette in all new black packaging https://t.co/6Qgyudbedy https://t.co/T51IOI3DE5,Twitter Web Client
1069050196791717888,RT @Lynn1094: Girlllll @KylieJenner they’re all sold out!!!!! https://t.co/ljpRzNGARc,Twitter for iPhone
1068611387658629120,"To say thank you, I’m giving away FREE Boy Bye and One Wish singles on my site today! https://t.co/bDaiohhXCV",Twitter for iPhone
1068611186814382081,"I can’t wait for you to see what we have in store for you next! ;) Thank you for 3 YEARS, I love you! 💋 Kylie",Twitter for iPhone
1068611168640499712,"It has been the most incredible 3 years, and we’re entering what I know is going to be the best year yet. I can’t express how thankful I am to all of you! You have made my dreams a reality.",Twitter for iPhone
1068611086058831873,HAPPY 3RD BIRTHDAY @KYLIECOSMETICS FAMILY! 🎉 https://t.co/uxvPaGY46h,Twitter for iPhone
1068264195161038854,Part 2 of my Tour Vlog is live! https://t.co/fTW7fZ80dQ,Twitter for iPhone
1068246610012966912,Uploading Part 2 of my tour vlog on YouTube 💕 stay tuned,Twitter for iPhone
1068000470667599875,Aw that makes me happy! Part 2 coming soon 💕 https://t.co/XDNft8l77z,Twitter for iPhone
1067989218058625024,Get ready with me on tour.... part 1 https://t.co/yySEUE9DT7,Twitter Web Client
1067374248216408064,RT @d_vugrinovich: So excited to get this shipped to me today! I’ve loved everything that I bought previously. This may qualify as a makeup…,Twitter for iPhone
1067374170986737665,RT @aadiileneee: Omg 😍😍 these are hella pretty ❤️ they look even prettier in person @KylieJenner @kyliecosmetics https://t.co/Vtv32vJCO0,Twitter for iPhone
1067276068162138113,Last chance to shop my #CyberMonday sale! 30% off site wide ❄️ https://t.co/bDaiohhXCV (ends Tuesday 12pm pst) 🛍,Twitter for iPhone
1067103485173198848,"RT @kyliecosmetics: Hello Holiday High Gloss Set! SNATCHED, YESSS GIRL, DADDY’s GIRL AND OH YOU FANCY? ✨ Our favorite glosses are back and…",Twitter Web Client
1067101764606808064,"RESTOCK ALERT 🚨 Just restocked the Chill Baby palette, Snow Angel Highlighter and the 8-piece mini lip set ❄️ + Cyber Monday 30% off sale continues at https://t.co/bDaiohhXCV https://t.co/DU13dtOy9o",Twitter Web Client
1066919188227211264,RT @kyliecosmetics: Our super cute High Gloss set is launching tomorrow at 9am pst during our Cyber Monday Sale for $49! This cute gift-abl…,Twitter for iPhone
1066919179339493377,RT @kyliecosmetics: Surprise! How cute is this High Gloss gift-able set?! We are stocking these on the site at 9am pst TOMORROW during our…,Twitter for iPhone
1066852634911330304,50% off all merch! Cyber Monday sale just started at https://t.co/JShZv2Eb61 https://t.co/YoEa2OCBPp,Twitter Web Client
1066844620015849472,#CYBERMONDAY sale starts NOW on https://t.co/ObiDG3J5sw! https://t.co/9UgQWNqoYR,Twitter Web Client
1066800771709100032,my @kyliecosmetics #CyberMonday sale starts at 4pm pst today! ☺️ 30% off sitewide at https://t.co/bDaiohhXCV *exclusions apply,Twitter Web Client
1066756526440767489,😍♥️ https://t.co/o7A2eanU4h,Twitter for iPhone
1066733538358190080,KYLIE lip kit shade of course 😋 https://t.co/L6LvtsXAQs,Twitter for iPhone
1066733430644211712,so happy you’re happy! https://t.co/PWOGZ7XPBZ,Twitter for iPhone
1066172649120792577,my #blackfriday sale ends tomorrow at 11.59am.. https://t.co/bDaiohhXCV,Twitter Web Client
