id,full_text,source
833919921251766272,The Kylie New York Pop Up has officially closed today 😢 sad but it was an awesome experience 💫 thank you NY 💋,Twitter for iPhone
832688236883431424,DropOne has arrived at https://t.co/uH0qthUmCA https://t.co/1Mu80ojs6O,Twitter Web Client
832675614695895040,20 minutes till DropOne launches on https://t.co/uH0qthUmCA https://t.co/9mqLZFmGxh,Twitter for iPhone
832516518818701312,What product would you guys like to see next? 😏,Twitter for iPhone
832516362215972865,Up late thinking about makeup 💄💭 can't wait for you guys to see all the things I have planned for you ☺️,Twitter for iPhone
832429957649305601,RT @sarahsheltonxd: I honestly am dying to get this @KylieJenner https://t.co/HisAReH9KL,Twitter for iPhone
832405015754993664,LOVE stalking everyone on Instagram at the Pop Up!! 😩😍 I'm watching hehe,Twitter for iPhone
831925968302329856,RT @chloeminchin__x: @KylieJenner The pop up store was incredibleee!!!💋👑✨ https://t.co/uIKMACK9R2,Twitter for iPhone
831766069832478720,RT @michelleag12: My boyfriend got me the @KylieJenner Burgundy pallet I've been wanting 😍@kyliecosmetics #bestgiftever https://t.co/LxxETg…,Twitter for iPhone
831705658420400128,RT @zaynstrust: kylie's pop up w/ my friends @KylieJenner https://t.co/AbeQ1rV1yW,Twitter for iPhone
831705084635418624,RT @maartinaxo: @KylieJenner my order has already shipped!! this is so amazing! Can't wait to receive my merch!! 🙌🏼🔥❤️ https://t.co/jrGHMy5…,Twitter for iPhone
831690533206577152,RT @s_mtz_1115: Today was perfect @thekyIieshop @KylieJenner @kyliecosmetics ♥️ best birthday ever!! https://t.co/oLQeS9SWe3,Twitter for iPhone
831690413228503042,RT @Morgann_Foxx: I bought this shirt bc kris Jenner is my animal spirit @KylieJenner 🙌🏼🤘🏻 https://t.co/hu9COHO5CD,Twitter for iPhone
831647439459201024,So happy https://t.co/8cz62Ks98V is finally open!,Twitter for iPhone
831632891524157440,RT @imsophieblack: No one has any idea how tempted I am to buy the flame tracksuit 😩😩😩😩😩😩😩 @KylieJenner,Twitter for iPhone
831626119786831873,Happy Valentine’s Day from the #KendallKylieGame! https://t.co/CAUQLFJ3Pb,Twitter Web Client
831613897022976000,"RT @vilmaloveshoran: my heart broke when I opened https://t.co/C14A5thlST 
I just want E.V.E.R.Y.T.H.I.N.G.
great job queen!💗😍
@KylieJenner",Twitter for iPhone
831605017270378496,RT @kyliesgoddess: @KylieJenner I'm so in love with everything. This is the best merch yet 😍😍 https://t.co/is0PfMo8T9,Twitter for iPhone
831604898240225280,RT @negrahx27: Happy Early Birthday To Me From Me 🙌🏽😻❤ @thekyIieshop @KylieJenner @kyliecosmetics @KyliePopUp https://t.co/r5LxcRhmsw,Twitter for iPhone
831604844783808512,Omg cutest thing ever!! Thank you!! https://t.co/S705e1o0AW,Twitter for iPhone
831604594065100800,Thank you baby!! https://t.co/0zdb8kGwiZ,Twitter for iPhone
831604104178733056,"RT @fankyliej: Kylie's new merch is the https://t.co/OdemsTObcF, genuinely want everything😍you've done an amazing job @KylieJenner! https:/…",Twitter for iPhone
831569832676044802,RT @Ben_Mycroft: So excited for my @KrisJenner T-Shirt to come!🙌🏼 @KylieJenner https://t.co/EuJHuYF4Wa,Twitter for iPhone
831569721090732032,RT @kylieoves_: New merch!🔥 #thekylieshop @kyliejenner i love it!😍😍😍 https://t.co/fzuPbwRZlz,Twitter for iPhone
831569666254393344,RT @AlexWetherby: Yesss @KylieJenner I got a shirt 🙌🏻🙌🏻🙌🏻,Twitter for iPhone
831569648940314624,RT @shayyyyyyy_: Just spoiled myself with some @KylieJenner goodies🙄💜💜💜💜,Twitter for iPhone
831563657381179392,1 minute till https://t.co/JShZv2Eb61 OPENS!! happy vday!!!,Twitter for iPhone
831202008153534465,"RT @mykidrauhlx3: ""Spend it all at the pop up"" LITERALLY @kyliecosmetics @KylieJenner https://t.co/4Kc8jpKMu7",Twitter for iPhone
831201875143782400,YOURE AMAZING!! https://t.co/MpZj6aY7ZR,Twitter for iPhone
830626969888792577,@TristannBarnett people just take life too seriously .. like damn lol,Twitter for iPhone
830626434133561344,Mean tweets are seriously the best,Twitter for iPhone
830625922290036736,@ceeliaacee_ whatever ceecee,Twitter for iPhone
830625499500015618,@KenGoosie go home Kennedy,Twitter for iPhone
830625373150863360,@ovodempsey shut up faze,Twitter for iPhone
830603972150910976,RT @maartinaxo: @KylieJenner is already killing it in NY 😍😍 https://t.co/qNkhEQRB9J,Twitter for iPhone
830223175921258496,RT @jennerdailynews: February 10: Kylie attends the Jeremy Scott FW17 fashion show in NYC. @kyliejenner #kyliejenner #nyfw https://t.co/zZc…,Twitter for iPhone
830174221330378752,RT @Siiddnneeyy2: So excited to use this palette❣️@kyliecosmetics @KylieJenner https://t.co/KDhO0EreGw,Twitter for iPhone
830174206834806784,RT @justiinneelopez: This palette is breathtaking my god 😍❤️ @KylieJenner @kyliecosmetics https://t.co/FCEWtQuU1X,Twitter for iPhone
830067612209917953,Royal Peach Palette restock is TODAY at 3pm pst only on https://t.co/bDaiohhXCV 😋 https://t.co/EH0G4cP30R,Twitter for iPhone
829596131738865664,https://t.co/PKuRdz6c3Q CULTURE 👑👑 https://t.co/PKuRdz6c3Q,Twitter for iPhone
829428309645668352,🔥 kylie shop https://t.co/g81bum9sO5,Twitter for iPhone
829420314761179136,I could CRYYYY!! Second POP UP!! 27 Mercer St. New York City .. 2/13/2017 doors open at 10am https://t.co/CxOFkpUkyD,Twitter for iPhone
829403909768695808,Ahhh @saramfoster ur Instagram story is the best lol! You are NOT blocked haha enjoy the lipsticks they look amazing on you 💋,Twitter for iPhone
829060955892043777,I'm cominggggggg 😋 #NYC https://t.co/c41KQUOvHF,Twitter for iPhone
828662391743262720,10 minutes till the restock of THE VALENTINE MINIS only on https://t.co/bDaiohhXCV,Twitter for iPhone
828535729219215362,RT @Tori_Monster: Keep peepin on @thekylieshop insta previews! 😍 For the first time in a long time I'm excited for Valentine's Day @KylieJe…,Twitter for iPhone
828152943958323224,RT @ItsJohnnyCyrus: All the details about the @kyliejenner pop up shop in NYC. ☺️ I'll seeee you guys there! 👍 https://t.co/NzCKorfPN3,Twitter for iPhone
828015011695988736,OKAY GUYS!!!! The valentines minis are making a COMEBACK this MONDAY at 10am pst! Don't be late .. there's high demand on these little guys https://t.co/r5ec1WymCf,Twitter for iPhone
827938159711301632,Yes 😩 https://t.co/eSjGnKhCiu,Twitter for iPhone
827645591077269504,"RT @KendallandKylie: Spring 17 available now #KKspring17 
https://t.co/WNMj7A3Wcg https://t.co/CjXx4BtlpT",Twitter Web Client
827364038870917120,RT @allysonmiller: Sis gave me my birthday present early. Honestly I could cry right now. 😍😭 #KokoKollection @kyliecosmetics @KylieJenner h…,Twitter for iPhone
827310813249572864,"RT @kyllizlle: I love every your cosmetics but your Valentine's Collection is THE BEST &amp; it's what I'M LIVING FOR, I swear. I'm proud of yo…",Twitter for iPhone
827310490632146944,RT @kristenhenry8: @KylieJenner cont wait to get this collection one of the best by far THE EXCITEMENTIS REAL 😍😍😍😍😄😄😭,Twitter for iPhone
827296061722996736,RT @kingzzjenner: #ValentinesCollection is so perfect. 😍 @KylieJenner always hits,Twitter for iPhone
827295144214818816,RT @brooksparkle: @KylieJenner I would say this is the best collection yet!!#ValentinesCollection ❤️❤️❤️,Twitter for iPhone
827294871257952256,RT @mwcnamara: @KylieJenner the valentines collection is so amazing! You're so creative and talented ❤️💋,Twitter for iPhone
827294211779153920,RT @theholyjb: @KylieJenner the valentines collection is lit girl!!! 💘✨✨,Twitter for iPhone
827293976499662848,RT @VDRIIII: i got the mini valentine collection 😭❤💖😩👏🏽 YAAAYYYYYY @kyliecosmetics @KylieJenner,Twitter for iPhone
827293953636474880,RT @xoxoxoxosophia: Happy Valentine's Day to me just ordered the @KylieJenner Valentine's palette 💓💗💕,Twitter for iPhone
827293916508483585,RT @andreapined: Can't wait to have my order in my hands!!! @KylieJenner @kyliecosmetics https://t.co/a4E8raCtPg,Twitter for iPhone
827293879875407872,"RT @KaylinRosee: got @KylieJenner Kiss Me and Smooch Mini Kit, i couldn't resist😭😍",Twitter for iPhone
827293867347058688,RT @LoveAbri: Yessss got my #KissMe and #Smooch mini kits! @KylieJenner @kyliecosmetics,Twitter for iPhone
827293849101889537,"RT @ParsonsAshleigh: Well Just Order Myself Kylie's Diary, Mini Kit, Head Over Heels &amp; Valentine  #ValentinesCollection @kyliecosmetics @Ky…",Twitter for iPhone
827293835193507842,RT @XO_KFF: Free shipping?!?? Yasssss thank you @KylieJenner can't wait to try your products ❤💕❤💕❤❤💕 https://t.co/eIhnWY5vZb,Twitter for iPhone
827291768865513472,LIVE on https://t.co/bDaiohhXCV with THE VALENTINES COLLECTION !!!,Twitter for iPhone
827289883777437696,3 minutes ...,Twitter for iPhone
827279215997235200,45 minutes ... the valentines collection 😍 https://t.co/ObiDG3J5sw,Twitter for iPhone
827190558632194049,The valentines collection drops TODAY at 3pm pst! 💋❤👄 https://t.co/sf6b3NvriZ,Twitter for iPhone
826871143973859329,Can't wait for you guys to see all my new merch ahhh.. I've started to tease it on THEKYLIESHOP Instagram .. 😋,Twitter for iPhone
826554526219972608,Clearing out the store to get ready for the new stuff 😋😋😋😋,Twitter for iPhone
826554367314530304,Hey guys today is the last chance to get ANYTHING from https://t.co/uXabNn5vNL,Twitter for iPhone
826297897712902144,RT @NatalieCorrea1: I have never been so excited for makeup until I saw @KylieJenner  Valentine Collection OMG  https://t.co/Dw6rsFrysP,Twitter for iPhone
826258504159670272,"RT @Anchorfaithlove: @KylieJenner Just Got My Package today, Its So Gorgeous 😩😩😍😍💖💖 @khloekardashian https://t.co/GNVcQbilyN",Twitter for iPhone
825857385516277760,RT @kyllizlle: @KylieJenner these photos are what I'm living for. Can't wait for 2nd of February. I'm in love with your Valentine's Collect…,Twitter for iPhone
825580817963380736,"RT @kylieslegendary: Just noticed @KylieJenner's new palette has hearts on its cover, you never stop surprising us girl😩 https://t.co/9uPfp…",Twitter for iPhone
825580730004623360,RT @maartinaxo: @KylieJenner Feb 2 can't come fast enough 😍😍🙌🏼 I'm sooo excited! https://t.co/Xa0mdK4voU,Twitter for iPhone
825393456344227841,RT @r0gelis: It came two days early 😍 #KYLIECOSMETICS 💖 gotta suppprt my sis @KylieJenner @khloekardashian @kyliecosmetics https://t.co/laT…,Twitter for iPhone
824871347276820480,Ah SO EXCITED for the valentines collection to drop!!! #Feb2nd @kyliecosmetics,Twitter for iPhone
824871205169541121,RT @ccarrrroline: neeeed all the @KylieJenner Valentine's Day stuff 😩,Twitter for iPhone
824871186857238529,RT @jaaaackkyyyy: Omg I want all of @KylieJenner's Valentine's Day collection 😍😍😍❤️,Twitter for iPhone
824871172500135940,RT @maggymerms: NEED @KylieJenner 's VDAY collection . You do too. 😻,Twitter for iPhone
824473702016315392,Makes me so happy you guys love the Valentines Collection 🤗,Twitter for iPhone
824424097601908736,@kyliejenlove always,Twitter for iPhone
824424033861001216,😊 https://t.co/gMygkZImuD,Twitter for iPhone
824423823906779136,RT @alissaspineda: Looking at @KylieJenner's Valentines makeup collection and OMG . I want everything!😩😍,Twitter for iPhone
824361076015849473,Sorry guys it's MALIBOO!!!! I fucked up !! https://t.co/hXnpck7N0T,Twitter for iPhone
824327213201772544,RT @itmebre: @KylieJenner  u better not play Kylie I'll be waiting https://t.co/Uufxkw48P1,Twitter for iPhone
824326928110784513,Lmao okay today !! https://t.co/rBebGLnzXU,Twitter for iPhone
824326737697705984,Ah okay TODAY ! https://t.co/pajGauQq40,Twitter for iPhone
824037018778800129,Cannot believe the traffic on the site right now!!!! Let's go KOKO Kollection THANK YOU! https://t.co/8rHgnyjq1A,Twitter for iPhone
824029718156427264,We just went LIVE with the koko Kollection!!!!! https://t.co/8rHgnyjq1A,Twitter for iPhone
823779113798275072,RT @Nicole_ryan001: Yo I'm actually balling my eyes out rn because @KylieJenner is Having a pop up shop in NY and I can't wait!!!!omg im de…,Twitter for iPhone
823670497342689280,Yes it is 😛 https://t.co/VhLcKHEXgf,Twitter for iPhone
823667273994903552,Okay I'll do one tomorrow 😛,Twitter for iPhone
823665063173029888,Would u guys like it if I did a mini car tour on Snapchat ?,Twitter for iPhone
823642197727682560,Guess what? The Koko Kollection is back ONCE MORE tomorrow at 3pm pst only on https://t.co/bDaiohhXCV https://t.co/DAKUeJQi6a,Twitter for iPhone
822587940157132800,RT @clairoliine: @KylieJenner this is the prettiest palette i've ever seen https://t.co/WdRzMkQw1P,Twitter for iPhone
822565465700581376,Very cute 😩 https://t.co/BmuZgI6MlF,Twitter for iPhone
822509712511860736,Can't wait for you guys to see what I have in store for you coming sooooon 😉 I do it all for you 💋,Twitter for iPhone
822509557809221633,Wow so happy to see you guys LOVING the Royal Peach Palette. Another sell out day yesterday .. 😩🙌🏼,Twitter for iPhone
822173436021587968,RT @MakeupANNimal: #RoyalPeach restocking today at 3pm PST at https://t.co/iDPFHn3xKL! It's so much more beautiful in person 😍😍😍 @kyliecosm…,Twitter for iPhone
822172596649148416,RT @lakyn_wilder: @kyliecosmetics kyshadows are seriously so pigmented and such beautiful colors. You get so much product for such a good p…,Twitter for iPhone
822150564314132481,RT @olivia_humbles: When Your Sick Af But @KylieJenner @kyliecosmetics Makes Your Day 100x Better 😩😍 https://t.co/EkFCxVDgSK,Twitter for iPhone
821916313027153925,RT @Rizzleslays: It's about to get lit @KylieJenner https://t.co/cqmzKBfhQe,Twitter for iPhone
821848010711650314,I know lmao 😩 https://t.co/hkIgLbR1um,Twitter for iPhone
821812352114794496,Tomorrow's the day 🍑 the Royal Peach Palette is back tmrw @ 3pm pst! Only on https://t.co/bDaiohhXCV,Twitter for iPhone
821812018394972162,RT @MartinezFebe: Finally arrived 😱🍑😭😻my day is perfect now! Look at those colors ! Can't wait to play with them @kyliecosmetics @KylieJenn…,Twitter for iPhone
821672714402484226,Can't wait for the restock of The Royal Peach Palette this Thursday 3pm pst 😩😍,Twitter for iPhone
821529531450175488,RT @killa_jax: Look at these beautiful colors!! It's my most favorite palette or anything I have ever bought!! 🙌🏻🍑❤️👑☺️ @KylieJenner @kylie…,Twitter for iPhone
821529211751890944,RT @awkwardgurrl08: When it says it'll be here tomorrow but came here today😍 I'm in love @kyliecosmetics @KylieJenner https://t.co/XNYC9EyA…,Twitter for iPhone
821529189190766592,RT @its_linda14: I'm in love I finally have it in my hands can't wait to wear them❤🍑😍 #TheRoyalPeachPalette  @KylieJenner @kyliecosmetics h…,Twitter for iPhone
821113787180646401,RT @rappinkendall: 👀❤ @KendallJenner @KylieJenner https://t.co/61W6zP6j3u,Twitter for iPhone
821067302015680513,That's not true 😢 https://t.co/jldkkrUz3t,Twitter for iPhone
821064596257505280,RT @westkylies: This smile makes me happy everyday @KylieJenner ♥ https://t.co/VtUgrhjSR1,Twitter for iPhone
821060611404533760,I love you mommy https://t.co/Zi7YEOHKi7,Twitter for iPhone
820987664329363456,Thanks babe 💋 https://t.co/wzfFzNS1aS,Twitter for iPhone
820865194297475072,I was hungry eating it while shooting 😩 https://t.co/6USQeZYDUV,Twitter for iPhone
820516483524534273,I'm almost finished ! https://t.co/b8Ys7rbtYY,Twitter for iPhone
820515812049981440,RT @kiim_berlyy12: Delivery for me😍😍😍😍😍😍@KylieJenner @KylieJenner  This palette is everything✨✨✨✨✨✨ https://t.co/hxh2od0Xqx,Twitter for iPhone
820124668703084545,I think I'll try Milk and Honey .. thanks 💋,Twitter for iPhone
820123494729990144,Any good books I should read next ? I need some suggestions,Twitter for iPhone
819697293263675392,Who's watching @khloekardashian's new show tonight?!? #RevengeBody premieres at 8/7c on E! https://t.co/3QnvZy7YuZ,Twitter Web Client
819680586017095680,We are live the the Royal peach palette !!!! https://t.co/8rHgnyjq1A,Twitter for iPhone
819452105354145792,"Can't wait for you, Royal Peach 😍🍑 I get so excited before a launch ...tomorrow !! https://t.co/CIQBY9dOiO",Twitter for iPhone
819451822725173248,Royal Peach Palette TOMORROW at 3pm pst !!!!! https://t.co/pF83dBDcAy,Twitter for iPhone
819019639258648576,"RT @SamanthaHugh3s: When I say I would eat @KylieJenner for breakfast, lunch, dinner I'm not joking ... https://t.co/6LsAlQvKdD",Twitter for iPhone
818880213006192640,2 more days ahhhhh😍 THE ROYAL PEACH PALETTE Jan 12th!!! 3pm pst https://t.co/gGN7kMHQc8,Twitter for iPhone
818247266813128704,Dreams coming true 🙌🏼 https://t.co/AP0J51rcRP,Twitter for iPhone
817997338966794240,😍 love this look https://t.co/7GiIae6u4d,Twitter for iPhone
817996809033236481,OoooooOoooooOo you just gotta wait and see girl I've already said too much https://t.co/FzLLvN0oup,Twitter for iPhone
817996197549875201,Shit! Lol https://t.co/RvGWRablcf,Twitter for iPhone
817995867353268224,Damn ya girl got caught https://t.co/SpKM5zbzbS,Twitter for iPhone
817995473810112512,I thought I realized it all in 2016 **....,Twitter for iPhone
817995103465652224,RT @XoKardashXo: @KylieJenner breakfast is always better at midnight!,Twitter for iPhone
817994906475974656,Now I understand the breakfast for dinner hype ..,Twitter for iPhone
817994804055314433,Wow just ate the best breakfast ..,Twitter for iPhone
817948454290763776,RT @kingkjvogue: @KylieJenner i see that new @thekylieshop dad hat 😍 #kyliejenner https://t.co/GJYmtqDwhY,Twitter for iPhone
817948436808941569,RT @xxaudree: Can @KylieJenner release the royal peach palette now so I can go ahead and blow my money,Twitter for iPhone
817940210059071488,RT @Grace_Marie1103: @KylieJenner seriously can January 12th hurry up??? I'm so excited to get my hands on royal peach 🍑,Twitter for iPhone
817893516286173184,"Hey Royal Peach Palette 🍑 January 12, 3pm pst https://t.co/cZYrt80L5R",Twitter for iPhone
817549467037536256,"Who else can eat sushi for breakfast, lunch, and dinner ? 😋",Twitter for iPhone
817547893984751616,😏 https://t.co/Os5xmBGeVn,Twitter for iPhone
817547685683044353,Yes new stuff 😍 https://t.co/ZGI1jyslSy,Twitter for iPhone
817547544335032320,Can't wait for you guys to get your hands on this one 🙌🏼 https://t.co/ixSPVCGDPO,Twitter for iPhone
817547253342552064,Thank you 💋 more coming very very soon https://t.co/TbjEFZKzT4,Twitter for iPhone
817547127807098880,I miss you guys too 😩 https://t.co/7gfk8whDuk,Twitter for iPhone
817545745570009088,https://t.co/uXabNn5vNL is restocked &amp; open 💋,Twitter for iPhone
817545620059602944,6 more days 🍑 https://t.co/6zRvpE5V7k,Twitter for iPhone
817544894302416896,Miss Mexico https://t.co/Ocfs5zmBBw,Twitter for iPhone
817306209585799168,https://t.co/ufqA49GsHb restocks tomorrow at 3pm pst!!!!! **,Twitter for iPhone
816415827645710336,Love You,Twitter for iPhone
816415766060765184,And it's unfair to me and you to think that those were my words.I'm sorry and I know we will figure somethng out so we can all be satisfied,Twitter for iPhone
816415555724808192,a post went up today quoting something that I NEVER EVER said or saw. A very personal post that I would never ever approve.,Twitter for iPhone
816414337564700672,Hey guys from now on I won't be posting personally on my app anymore...,Twitter for iPhone
816102456190873600,The Royal Peach palette lunches JAN12th at 3pm!!!! Check out my sneak peek on my snapchat 😜 https://t.co/QFRwQuKzy5,Twitter for iPhone
815605001292759041,"A little gift from me to you. Happy 2017!!! #LikeRealizingStuff  😂😂😂 
https://t.co/fmwTbKTRSP",Sprout Social
814880008988741632,"2016 was the year of glam! It was almost impossible to narrow down my fave looks, but I did it.  https://t.co/VcVfahKbVE",Buffer
814577981821751300,"The Kingdom has the best style. You guys are the cutest.  
https://t.co/jBzSnSgiyz",Buffer
814371541404160000,RT @janniferthuyle: obsessed w @KylieJenner liquid lip in brown sugar https://t.co/KnQa5tYrOw,Twitter for iPhone
814155224160104448,"Have you noticed these two patterns in my Instas? Lolll #ThatsSoKylie 
https://t.co/7df1w9EtoY",Buffer
813785128447180801,Obsessed with my new @fashionnova jeans 🍑 Get them at https://t.co/8gtalP8TTW 😍 https://t.co/E2b8tgikJl,Twitter for iPhone
813528047437549572,RT @Playboy: . @KylieJenner’s ‘surprise gift’ video is breathtaking. https://t.co/yhW0QAHBVG https://t.co/VoUqZWXRGk,Twitter for iPhone
813475570533089281,RT @wmag: Watch @KylieJenner's steamy new short film with Tyga. https://t.co/6FKEjGrlRI,Twitter for iPhone
813466521980796930,My baby Vic is engaged!! This was the best day! 💍💍💍   Relive the beautiful moment on my app now: https://t.co/x41Y0U6XAI https://t.co/rc3lpiY5KE,Buffer
813447150508052481,"You guys, I really do take a lot of selfies. See my favorites from the whole year!  
https://t.co/QvGWkxK4Jq",Buffer
812825245463609344,RT @kyliesgoddess: @KylieJenner I got the fire hoodie for Christmas from my brother and I love it so much! Fabulously made and cosy😍 https:…,Twitter for iPhone
812818329949741056,RT @MariaDon2: Me when I opened up my first Christmas Gift #christmas #present @KylieJenner @kyliecosmetics best gift ever https://t.co/pZq…,Twitter for iPhone
812399860729016320,"RT @irvcruz__: Had to go one last time before it closed
@KylieJenner https://t.co/tNmdggGhub",Twitter for iPhone
812344171004592128,"Here is every sparkly product you guys need for the perfect NYE look!
https://t.co/Is3eUFLQj5 https://t.co/qkktfQORNS",Buffer
812183486723297280,Lolll https://t.co/kgiB0kUMvY,Twitter for iPhone
812074548463943680,"SURPRISE! My app got a total makeover! You guys need to see this, I’m obsessed! https://t.co/FQ6kXPeHrz",Twitter Web Client
811972295333990400,"I’m suuuper into this trend right now! 
https://t.co/7VFm6sNwta",Buffer
811721205178736640,"RT @myovoxolife: FAKE vs REAL. Don't let scammers rip you off, it's best to buy from the official web. #KYLIECOSMETICS @kyliecosmetics @Kyl…",Twitter for iPhone
811632948965474304,"Guys, this is the perfect step-by-step guide for your holiday glam! Tweet me pics after you try it!! 💄
https://t.co/RE2kpQGwOW",Buffer
811255384107204608,"RT @jelenaskylie: I'm obsessed with @KylieJenner's store, I want to buy all her merch",Twitter for iPhone
811255311214333953,"RT @fankyliej: @KylieJenner's merch is the https://t.co/OdemsTObcF, need to get my act together and order some😍🔥",Twitter for iPhone
811254006769217538,The very cool Jill Jacobs revealed the best and most surprising parts of being my stylist … on my app! https://t.co/gYjIBtIpod,Buffer
811252783496036352,RT @ShakiraShristi: @KylieJenner I am slowly getting obsessed with her shop it is unbelievably beautiful😍😍😍 thank you kylie,Twitter for iPhone
810980788393181184,".@KylieCosmetics + @FIATUSA = my biggest giveaway ever!!! 🚗🚗🚗  It ends tomorrow, so click now to enter: https://t.co/uRcoSPJeuW https://t.co/WD2MG1UUYT",Buffer
810965531675140096,RT @sophia3416: i want a @KylieJenner shirt from her merch so baddd😩,Twitter for iPhone
810951535769202688,RT @sabrinaxmichele: Low key want a @KylieJenner sweatshirt 😅,Twitter for iPhone
810951528810876929,RT @charrcharlotte1: @KylieJenner sooo happy that I got some things from the Kylie Jenner shop! I'm obsessed,Twitter for iPhone
810949604074098689,RT @jaaysunn07: It finally came in @KylieJenner 😍 https://t.co/5fix8nqN8V,Twitter for iPhone
810939115558567936,"My assistant and bff Victoria is spilling all the deets about her job!  👑 
https://t.co/RYi3LUfUlF https://t.co/82j5WTYEXU",Buffer
810917634661236737,https://t.co/i2xWI73xc0 is now open !,Twitter for iPhone
810897604661809152,RT @enolhes: need @KylieJenner's merch,Twitter for iPhone
810896612385923072,45 mins until https://t.co/JShZv2Eb61 has their second restock with limited quantities!!!! See u there,Twitter for iPhone
810704313962139649,Check out my favorite posts on my app this week from BTS of my calendar shoot to my latest product obsession. 🐍🐍  https://t.co/MQIrxhFCQl,Buffer
810655408960327680,RT @glowkit: Kylie's pop up shop https://t.co/HGgzOY7av2,Twitter for iPhone
810568079222542336,RT @kylizzliar: i really need @KylieJenner's merch,Twitter for iPhone
810567331835301888,"RT @fankyliej: I'm actually obsessed with @KylieJenner's new shop! love every single thing 😍 can't wait for the restock, defo going to get…",Twitter for iPhone
810566191370489856,RT @Alli_zyla: Got my @KylieJenner merch yesterday! You could say I'm obsessed 😍😍😍👑 https://t.co/3KTX4Z6Wb4,Twitter for iPhone
810535685920681984,RT @eddiedelreyy: In love with my new Kylie Shop merchandise @KylieJenner @kyliecosmetics @thekylieshop https://t.co/BHVQYSDmuk,Twitter for iPhone
810528938246082560,RT @chlopayne_x: It looks incredible on the eyes 😍😩✨ @kyliecosmetics @KylieJenner https://t.co/WbaOesquEr,Twitter for iPhone
810528615473364992,RT @bailey__gaetje: yesterday was the greatest day of my life💞 @KylieJenner https://t.co/wJfxO00Buc,Twitter for iPhone
810232147093155840,"You guys know I love a little bling! 💎
https://t.co/rfWNTXrzAK",Buffer
810178686364192768,RT @GERALDwilliam: AANNDDD my day just got so much better @KylieJenner ! 💋💁🏽‍♂️ https://t.co/maKd7yVAyO,Twitter for iPhone
809921949530869760,RT @itskameronsmith: The Dripp Case from The KYLIE shop @KylieJenner https://t.co/Sy7En70NAG,Twitter for iPhone
809870798097784832,I love being able to take care of myself + others @ the same time. Drinking water for a cause with my @livelokai water bottle #livelokai #ad https://t.co/nChViSrZlZ,Twitter for iPhone
809843166732021762,"I looove these dresses on my app for any holiday or NYE party ✨ 
https://t.co/ONd5s2QrDV",Buffer
809638687822622721,RT @seaabaas: @KylieJenner received my shirt in the mail today! Love it 🔥 can't wait to rep you 🔪💘 https://t.co/0qi5Orq3NE,Twitter for iPhone
809619045968269313,RT @ohhh_oliviaa: Looove this Kylie gloss 😭❤️ @KylieJenner https://t.co/hYTNPWFUSw,Twitter for iPhone
809549495595712513,RT @jemimaskelley: It's been quite a year 🙏 @KylieJenner https://t.co/W2R87Sx7Qs,Twitter for iPhone
809442155706155008,Check out my mood board for my velvet obsession!!! 😍 😍 😍https://t.co/tReWJ1QEIs,Buffer
809426278545620992,RT @skyscraperjade: Kylie's little message/note is the cutest thing ever @KylieJenner ❤ https://t.co/6WCh4ndXKD,Twitter for iPhone
809276273180577794,RT @FranciaaaaDoooe: Oookay giiiirl I see you 👀 S/O to you for having my inbox poppin! 🔥💕 @KylieJenner https://t.co/TuphOKKqrX,Twitter for iPhone
809245195891929088,RT @pfesmeralda: @KylieJenner OK ok I see you https://t.co/13muKlcVfr,Twitter for iPhone
809133651900235776,"RT @jackwaltersx: @KylieJenner ordered two tops from your online store, can't wait for them to come.",Twitter for iPhone
809133495821832193,Can't wait to come back!!!,Twitter for iPhone
809133458115076096,The success from the https://t.co/uXabNn5vNL has been incredible! Thank you for your endless support. We will be restocking after holidays,Twitter for iPhone
809132932266803201,"RT @kylerjordan1234: Dear Santa 
For Christmas, I would like one of everything out of the @KylieJenner shop. Thanks so much.",Twitter for iPhone
809132688854523905,RT @wildincozimyung: Had to make a 2nd trip to @KylieJenner pop up shop to pick up some more merch 🔥🔥🔥@kyliecosmetics #thekylieshop https:/…,Twitter for iPhone
809132591060107264,@meg_hall_ lol girl you are so mad ..,Twitter for iPhone
809132012028055552,RT @kingkylieupdate: GUYS MY LITTLE SISTER GOT ME THE KYLIE CALENDAR AND PHONE CASE😭😍 @KylieJenner best. Sister. Ever.,Twitter for iPhone
809098532212703232,Explore Budapest with me and @KendallJenner in the #KendallKylieGame! https://t.co/3kOeIigdEL,Twitter for iPhone
809078308897980416,"All my best swimsuits from 2016 … so hard to pick my faves! 👙 
https://t.co/afs5hGqEWB",Buffer
808784730237726720,This is nasty .. Do not purchase these harmful products guys https://t.co/4Rw8qdnqAv,Twitter for iPhone
808718541155430400,"Watch: BTS video of my @TheKylieShop calendar shoot with @Terry_World!!!
https://t.co/SMkTIhLfWL https://t.co/XIQbDfmccr",Buffer
808019015801171968,"#ICYMI: The best highlights from my app this week, like my @KylieCosmetics x @FiatUSA giveaway! 
https://t.co/ZmvuF20ew7",Buffer
807755741431877632,RT @TaraSoud: I just did so much damage in the @KylieJenner pop up shop #sorrynotsorry https://t.co/zYtnUddXRw,Twitter for iPhone
807755691507073024,I still love you 🤗 https://t.co/lOdKKOEouY,Twitter for iPhone
