id,full_text,source
1175017663644364806,Teamwork making the dream work in the UEFA Champions League... Some things never change. 🤩 But which was your fav… https://t.co/ZgN0yCkXlr,Personality Prediction using SVM
1175017569872310273,"😍 An elegant artist with a touch of genius... 🇧🇬 Happy retirement, Dimitar Berbatov",Personality Prediction using SVM
1175017378062598145,hello my name is Zwe Htet Paing and I love betting football match.,Personality Prediction using SVM
